0.log,1.log,2.log,3.log,4.log,5.log,6.log,7.log,8.log,9.log,10.log,11.log,12.log,13.log,14.log,15.log,16.log,17.log,18.log,19.log,20.log,,,0.log,1.log,2.log,3.log,4.log,5.log,6.log,7.log,8.log,9.log,10.log,11.log,12.log,13.log,14.log,15.log,16.log,17.log,18.log,19.log,20.log
30923531,32417659,30458801,28482822,30257194,25735115,25774159,24925156,24832080,24056127,24437415,24857161,24886025,24895022,24973463,24513163,24937472,24833689,28868748,25719805,32781197,,,30923531,32417659,30458801,28482822,30257194,25735115,25774159,24925156,24832080,24056127,24437415,24857161,24886025,24895022,24973463,24513163,24937472,24833689,28868748,25719805,32781197
30924583,32417840,30459044,28574170,30271968,25736051,25779951,24949112,24835488,24093004,24442775,24864440,24887747,24897036,24984778,24517911,24939386,24835085,28893350,25725178,32781973,,,30924583,32417840,30459044,28574170,30271968,25736051,25779951,24949112,24835488,24093004,24442775,24864440,24887747,24897036,24984778,24517911,24939386,24835085,28893350,25725178,32781973
30924953,32418002,30459097,28626516,30303924,25736559,25779960,24959290,24838787,24099505,24444977,24867767,24888507,24899077,24994337,24523931,24947637,24837229,28901385,25727956,32786241,,,30924953,32418002,30459097,28626516,30303924,25736559,25779960,24959290,24838787,24099505,24444977,24867767,24888507,24899077,24994337,24523931,24947637,24837229,28901385,25727956,32786241
30926883,32418340,30459219,28874198,30340688,25737102,25783916,25006527,24857843,24123148,24447973,24868814,24892698,24899724,24999974,24534014,24958820,24844422,28935456,25731805,32789447,,,30926883,32418340,30459219,28874198,30340688,25737102,25783916,25006527,24857843,24123148,24447973,24868814,24892698,24899724,24999974,24534014,24958820,24844422,28935456,25731805,32789447
30927096,32418520,30460219,29009533,30353160,25737129,25786983,25053455,24871195,24124096,24449197,24868869,24896276,24902621,25000342,24538714,24959091,24857505,28945680,25741192,32842524,,,30927096,32418520,30460219,29009533,30353160,25737129,25786983,25053455,24871195,24124096,24449197,24868869,24896276,24902621,25000342,24538714,24959091,24857505,28945680,25741192,32842524
30927686,32418589,30460525,29010414,30360707,25737754,25787228,25060360,24875913,24129471,24451431,24875698,24899995,24904121,25005843,24610303,24964631,24860427,28957019,25748204,32842630,,,30927686,32418589,30460525,29010414,30360707,25737754,25787228,25060360,24875913,24129471,24451431,24875698,24899995,24904121,25005843,24610303,24964631,24860427,28957019,25748204,32842630
30928500,32418686,30460681,29149420,30373518,25739554,25787715,25133253,24883814,24130394,24457165,24876056,24900171,24905087,25007476,24649192,25041337,24862804,28975517,25748941,32850408,,,30928500,32418686,30460681,29149420,30373518,25739554,25787715,25133253,24883814,24130394,24457165,24876056,24900171,24905087,25007476,24649192,25041337,24862804,28975517,25748941,32850408
30932303,32418904,30460904,29273427,30378222,25740087,25791326,25242204,24887704,24131902,24462667,24882609,24900652,24905487,25011853,24681116,25062624,24879774,28976542,25757578,32862732,,,30932303,32418904,30460904,29273427,30378222,25740087,25791326,25242204,24887704,24131902,24462667,24882609,24900652,24905487,25011853,24681116,25062624,24879774,28976542,25757578,32862732
30934762,32419577,30461253,29277786,30380842,25741322,25791703,25387408,24889592,24145761,24464342,24886181,24906169,24905623,25012373,24726007,25089729,24907018,29044747,25769328,32891144,,,30934762,32419577,30461253,29277786,30380842,25741322,25791703,25387408,24889592,24145761,24464342,24886181,24906169,24905623,25012373,24726007,25089729,24907018,29044747,25769328,32891144
30941165,32419662,30461578,29335439,30382269,25743163,25792601,25526206,24919067,24159508,24466977,24887860,24906638,24907525,25022955,24750537,25188211,24909157,29072671,25773067,32898412,,,30941165,32419662,30461578,29335439,30382269,25743163,25792601,25526206,24919067,24159508,24466977,24887860,24906638,24907525,25022955,24750537,25188211,24909157,29072671,25773067,32898412
30951724,32420254,30461707,29672434,30394048,25746275,25797099,25624548,24927573,24163510,24467396,24888259,24909639,24910147,25032062,24761209,25213640,24917786,29086998,25788740,32909255,,,30951724,32420254,30461707,29672434,30394048,25746275,25797099,25624548,24927573,24163510,24467396,24888259,24909639,24910147,25032062,24761209,25213640,24917786,29086998,25788740,32909255
30954189,32420946,30461839,29869518,30398203,25746407,25798397,25632281,24940142,24167796,24469456,24888298,24909917,24910977,25034512,24793289,25489101,24926953,29104494,25799144,32920521,,,30954189,32420946,30461839,29869518,30398203,25746407,25798397,25632281,24940142,24167796,24469456,24888298,24909917,24910977,25034512,24793289,25489101,24926953,29104494,25799144,32920521
30957544,32421241,30462216,30290811,30398466,25747117,25804294,25638609,24945272,24176109,24471744,24888645,24916111,24916858,25045322,24822883,25622617,24928567,29131307,25811978,32982786,,,30957544,32421241,30462216,30290811,30398466,25747117,25804294,25638609,24945272,24176109,24471744,24888645,24916111,24916858,25045322,24822883,25622617,24928567,29131307,25811978,32982786
30962402,32421591,30462223,30293466,30398602,25748330,25812784,25643821,24964622,24178837,24473030,24891965,24916828,24918594,25050024,24824558,25641437,24932504,29199093,25851355,32988495,,,30962402,32421591,30462223,30293466,30398602,25748330,25812784,25643821,24964622,24178837,24473030,24891965,24916828,24918594,25050024,24824558,25641437,24932504,29199093,25851355,32988495
30964939,32423078,30462785,30318355,30400848,25748779,25821431,25646659,24992402,24179785,24473883,24895884,24920398,24918661,25056931,24832097,25661733,24934131,29212541,25854482,32989264,,,30964939,32423078,30462785,30318355,30400848,25748779,25821431,25646659,24992402,24179785,24473883,24895884,24920398,24918661,25056931,24832097,25661733,24934131,29212541,25854482,32989264
30978214,32423190,30463030,30319500,30401665,25748818,25828803,25647035,24999734,24186647,24475003,24898576,24921408,24919327,25058082,24844844,25685509,24934246,29228718,25862275,33026765,,,30978214,32423190,30463030,30319500,30401665,25748818,25828803,25647035,24999734,24186647,24475003,24898576,24921408,24919327,25058082,24844844,25685509,24934246,29228718,25862275,33026765
30996312,32423855,30463257,30351918,30402044,25749616,25838819,25666495,25007635,24219176,24477620,24900690,24924463,24922244,25084008,24853053,25692982,24957351,29272350,25894791,33042837,,,30996312,32423855,30463257,30351918,30402044,25749616,25838819,25666495,25007635,24219176,24477620,24900690,24924463,24922244,25084008,24853053,25692982,24957351,29272350,25894791,33042837
31010620,32423919,30463583,30354954,30403568,25751093,25857128,25667922,25013489,24240148,24482336,24906052,24928334,24927373,25124164,24863362,25696902,24957414,29301380,25912621,33110604,,,31010620,32423919,30463583,30354954,30403568,25751093,25857128,25667922,25013489,24240148,24482336,24906052,24928334,24927373,25124164,24863362,25696902,24957414,29301380,25912621,33110604
31031882,32423956,30463768,30361394,30404434,25751165,25865756,25668334,25030269,24249182,24484763,24907979,24928436,24931754,25143569,24866319,25698161,24962063,29307597,25938000,33117391,,,31031882,32423956,30463768,30361394,30404434,25751165,25865756,25668334,25030269,24249182,24484763,24907979,24928436,24931754,25143569,24866319,25698161,24962063,29307597,25938000,33117391
31035410,32424008,30463814,30369455,30404740,25751791,25867025,25682156,25045017,24249891,24485663,24910221,24938122,24934390,25204165,24866910,25705648,24963281,29332059,25967728,33205388,,,31035410,32424008,30463814,30369455,30404740,25751791,25867025,25682156,25045017,24249891,24485663,24910221,24938122,24934390,25204165,24866910,25705648,24963281,29332059,25967728,33205388
31059450,32424029,30463869,30380385,30408367,25752492,25868377,25682212,25423192,24251135,24486839,24911163,24941697,24935283,25207351,24870103,25707424,24977635,29335298,25988080,33209710,,,31059450,32424029,30463869,30380385,30408367,25752492,25868377,25682212,25423192,24251135,24486839,24911163,24941697,24935283,25207351,24870103,25707424,24977635,29335298,25988080,33209710
31060027,32424065,30464328,30380717,30410247,25752496,25869703,25684216,25434734,24255977,24487346,24914358,24948867,24942950,25307182,24876653,25715679,24998395,29413619,25999078,33216733,,,31060027,32424065,30464328,30380717,30410247,25752496,25869703,25684216,25434734,24255977,24487346,24914358,24948867,24942950,25307182,24876653,25715679,24998395,29413619,25999078,33216733
31061486,32424130,30464626,30387192,30413401,25758556,25870173,25685593,25482945,24272312,24487595,24920314,24952257,24943018,25400990,24881715,25721250,25004830,29435678,26002950,33294362,,,31061486,32424130,30464626,30387192,30413401,25758556,25870173,25685593,25482945,24272312,24487595,24920314,24952257,24943018,25400990,24881715,25721250,25004830,29435678,26002950,33294362
31211456,32424304,30464764,30387909,30414890,25761501,25893966,25687617,25596548,24274879,24493197,24922583,24953352,24943248,25408985,24891553,25722604,25032747,29486206,26110901,33387987,,,31211456,32424304,30464764,30387909,30414890,25761501,25893966,25687617,25596548,24274879,24493197,24922583,24953352,24943248,25408985,24891553,25722604,25032747,29486206,26110901,33387987
31296322,32424603,30464854,30390490,30415473,25762722,25909444,25689771,25602433,24295325,24501129,24933213,24954471,24950184,25642019,24901990,25724772,25057390,29661076,26146892,33482627,,,31296322,32424603,30464854,30390490,30415473,25762722,25909444,25689771,25602433,24295325,24501129,24933213,24954471,24950184,25642019,24901990,25724772,25057390,29661076,26146892,33482627
31389730,32424986,30464916,30392629,30415813,25766546,25977823,25690700,25613015,24299763,24502520,24946487,24956657,24957076,25643036,24912483,25725133,25068255,29710290,26171579,33491997,,,31389730,32424986,30464916,30392629,30415813,25766546,25977823,25690700,25613015,24299763,24502520,24946487,24956657,24957076,25643036,24912483,25725133,25068255,29710290,26171579,33491997
31411602,32425095,30465201,30392968,30416162,25768385,25984251,25696953,25618027,24301944,24508379,24948662,24956877,24960966,25708235,24918726,25730075,25126451,29714509,26183384,33609097,,,31411602,32425095,30465201,30392968,30416162,25768385,25984251,25696953,25618027,24301944,24508379,24948662,24956877,24960966,25708235,24918726,25730075,25126451,29714509,26183384,33609097
31428391,32425269,30465226,30397917,30417118,25771648,25984300,25700206,25623742,24305598,24515776,24952769,24960326,24971919,25714808,24923663,25730143,25175827,29776579,26204411,33661884,,,31428391,32425269,30465226,30397917,30417118,25771648,25984300,25700206,25623742,24305598,24515776,24952769,24960326,24971919,25714808,24923663,25730143,25175827,29776579,26204411,33661884
31448754,32425417,30465417,30400249,30419857,25773790,25990569,25704858,25628765,24312307,24526193,24954432,24961133,24973018,25718353,24950474,25735073,25232375,29835993,26221417,33774948,,,31448754,32425417,30465417,30400249,30419857,25773790,25990569,25704858,25628765,24312307,24526193,24954432,24961133,24973018,25718353,24950474,25735073,25232375,29835993,26221417,33774948
31716799,32425508,30465422,30401024,30420194,25775502,25998766,25705937,25633421,24312419,24533415,24955701,24962599,24976221,25718703,24953338,25735688,25400345,29856749,26262844,33918729,,,31716799,32425508,30465422,30401024,30420194,25775502,25998766,25705937,25633421,24312419,24533415,24955701,24962599,24976221,25718703,24953338,25735688,25400345,29856749,26262844,33918729
31920768,32425673,30466044,30401333,30420617,25778355,26003701,25706552,25644034,24312890,24533847,24955840,24963968,24979298,25720030,24955994,25738247,25418326,29871681,26289370,34206451,,,31920768,32425673,30466044,30401333,30420617,25778355,26003701,25706552,25644034,24312890,24533847,24955840,24963968,24979298,25720030,24955994,25738247,25418326,29871681,26289370,34206451
31955195,32425740,30466137,30401996,30421229,25781317,26010140,25709307,25645070,24320587,24536933,24965137,24964472,24980786,25721526,24961773,25738394,25501281,29924304,26336709,34225659,,,31955195,32425740,30466137,30401996,30421229,25781317,26010140,25709307,25645070,24320587,24536933,24965137,24964472,24980786,25721526,24961773,25738394,25501281,29924304,26336709,34225659
31986006,32425753,30466826,30403799,30421287,25788728,26016219,25710029,25647940,24320720,24541092,24965293,24967208,24984269,25722657,24976695,25740763,25511442,29934139,26836735,34285185,,,31986006,32425753,30466826,30403799,30421287,25788728,26016219,25710029,25647940,24320720,24541092,24965293,24967208,24984269,25722657,24976695,25740763,25511442,29934139,26836735,34285185
32063578,32426061,30466948,30403869,30421361,25791452,26016450,25710117,25654578,24323070,24545981,24967986,24967596,24985834,25726578,24976885,25742218,25585691,29948629,26839076,34319361,,,32063578,32426061,30466948,30403869,30421361,25791452,26016450,25710117,25654578,24323070,24545981,24967986,24967596,24985834,25726578,24976885,25742218,25585691,29948629,26839076,34319361
32108046,32426503,30467245,30403885,30421366,25793689,26016577,25710393,25659469,24332266,24549271,24970081,24969438,24986159,25733954,24988906,25742749,25602959,30066907,26880156,34321538,,,32108046,32426503,30467245,30403885,30421366,25793689,26016577,25710393,25659469,24332266,24549271,24970081,24969438,24986159,25733954,24988906,25742749,25602959,30066907,26880156,34321538
32112059,32426538,30467338,30408141,30421984,25794116,26025559,25711163,25659914,24338351,24551632,24972362,24970671,24990668,25742598,24989892,25746303,25622638,30140997,26895447,34326461,,,32112059,32426538,30467338,30408141,30421984,25794116,26025559,25711163,25659914,24338351,24551632,24972362,24970671,24990668,25742598,24989892,25746303,25622638,30140997,26895447,34326461
32194918,32427673,30467558,30409621,30424048,25797884,26026858,25711882,25666391,24339960,24557558,24972417,24971012,24992910,25742786,25015577,25747664,25664802,30218195,26966316,34333729,,,32194918,32427673,30467558,30409621,30424048,25797884,26026858,25711882,25666391,24339960,24557558,24972417,24971012,24992910,25742786,25015577,25747664,25664802,30218195,26966316,34333729
32304535,32427688,30467606,30410518,30424936,25802197,26027568,25712871,25675614,24346925,24559178,24973511,24974825,25000493,25744044,25044896,25748602,25668501,30220420,26970605,34394430,,,32304535,32427688,30467606,30410518,30424936,25802197,26027568,25712871,25675614,24346925,24559178,24973511,24974825,25000493,25744044,25044896,25748602,25668501,30220420,26970605,34394430
